temp, pressure, light_intensity, alt
13.408899252160946, 60.99475944791775, 131.85323720967938, 222.21099247294464
18.580794312193692, 61.58331191676543, 143.1531290246707, 243.53294859342543
11.746719796644005, 77.66344347926278, 28.378502997974095, 255.22151829536733
18.548326783926605, 86.8380442668332, 115.11566657932948, 223.89619817454172
18.243431510037944, 69.83813551318957, 147.1295656562585, 237.0892367743525
12.182488169353576, 93.25393533314877, 109.36031694288101, 220.16037663563077
16.294410943127804, 84.84525599062658, 106.10818340996701, 236.38109923433007
17.30751909160371, 84.2179276851023, 62.104331682386665, 289.8664496076615
14.394217252860829, 71.23034578143108, 146.54815368165723, 250.11828671738732
15.836173601889492, 77.848525879357, 39.389602909868174, 281.0151101776095
11.010616575581624, 98.8418988206913, 99.0239001000455, 270.10964228990196
11.29004517329001, 69.34510840660545, 143.8233074727957, 273.6516472045629
16.268185933541712, 95.39807467243622, 21.88495284169602, 235.5389439213682
16.676560946598773, 51.40299339725431, 122.1816573320801, 251.99550877349208
11.781435046043114, 77.7281279814726, 40.02112314755645, 251.2186386215343
19.653385184415388, 78.43899069359323, 152.8864543124955, 206.05718772985
17.717412276477035, 76.08283189027559, 59.19296901425034, 216.02723642291417
19.568868348150897, 98.18340230858931, 153.22100388438736, 264.5490861261947
14.946849622197679, 66.21143939894655, 144.42546553299297, 230.7549929800378
18.909595547421315, 65.51075216086849, 48.13228954670426, 239.34953446232663
14.44023365112919, 97.59266111136651, 139.183010953262, 220.74342332779153
15.708521074972609, 84.11867657210382, 51.574697526794296, 218.1422520047847
13.20062860164212, 62.913586580556434, 118.19335952867227, 222.3893592594962
12.868556671539087, 74.57321862311434, 87.77173362858683, 278.50648846494056
13.29821094574007, 72.99191898922552, 33.47661924631214, 275.45515574100733
19.395828680628465, 80.42070851358933, 28.910188490957037, 261.379880076385
15.687886289899339, 69.74827682482226, 50.956164722584454, 213.95154225622818
15.561771714353373, 88.12753026036079, 20.06021873767952, 281.83111748101715
13.755543975706122, 88.29046417380411, 126.63039351392862, 223.80569563922882
19.90211501304839, 89.72731258907032, 129.38738469906673, 217.676375897227
13.31836622993766, 96.21770953709668, 100.50165445788517, 223.97355885392682
18.163522062253424, 85.38396544911586, 74.89221080280447, 246.01952957519973
19.162257550870756, 90.90991095461862, 46.74427255556511, 232.7771395506944
13.829279622748224, 82.3335966195088, 61.42986333817967, 259.12868879292
18.13986299641553, 95.26506408308988, 156.81401141489883, 212.49169402703356
12.402565142785154, 58.440960389580596, 26.382971863421304, 288.7860918518014
18.242138656562947, 84.0040209739166, 101.26030710027638, 214.33471375199576
12.463173243813586, 84.185480628754, 128.6517073540492, 262.0220133089321
14.104924051807314, 97.42039176838452, 128.68020022252506, 218.52727398404465
10.91715457113688, 57.5608698889133, 90.30189149204516, 240.92161073391793
11.5592124143657, 92.88166774404985, 69.51723815179062, 252.13212613065508
14.993365811846935, 57.716834354486366, 134.8629818758106, 271.43027643770756
12.43476754673339, 71.63327518001583, 52.53637013907428, 216.1140253912427
15.680450722289121, 80.47410354127797, 158.6523306143655, 272.6370792914024
14.984323169848967, 98.34721820769059, 151.76222592079074, 220.76294374077287
14.783711667248237, 87.00177586111681, 47.29101374951985, 235.7724374978825
16.23829980660559, 57.51442120869574, 93.54069858717975, 271.85609272923926
12.897128552179755, 92.72363227625733, 33.20352454320303, 269.77812016339374
11.01909612779509, 87.07682311221771, 72.50200500660455, 260.9245731425809
16.864743372599165, 84.43691096476111, 152.65487883324047, 254.5401764415032
15.67273885144024, 71.31539035914035, 52.79514227356902, 270.25197709845776
12.41528050912711, 88.86365334729477, 83.44527767450741, 245.76691547172834
12.677513223262759, 62.25010891077842, 109.2568770381346, 250.3644930811545
11.270568225357266, 71.57974634303221, 64.64428728994352, 208.94154229415008
19.950235137667914, 99.8019008620034, 88.49765849726047, 233.96887799323522
19.875119614363722, 66.24820619283032, 135.9921029477086, 212.45812617204894
12.860039417447489, 88.18686159190943, 118.8918335211786, 218.38989538333564
16.384001748246895, 59.41949397442162, 98.97588190990662, 285.99328316513686
12.257205739599666, 55.97451654957676, 24.17575172261337, 215.33000560477953
19.11839550021641, 93.01728326140059, 121.44649825381148, 221.74697844231514
12.990911711462903, 98.43223667037839, 116.42442745818677, 250.84747497217356
18.998406706593936, 74.13079594223237, 123.82613153186323, 246.03792902003786
17.596302865748168, 71.45186199075235, 55.799693158266486, 224.08134722175961
17.043019086208403, 53.553429307802666, 95.84221947839573, 251.03258328835727
16.116034967732862, 99.75489737668096, 55.81127902011443, 253.29260643045455
12.478204694558467, 64.70250440655589, 131.67786263259015, 243.92119382368168
10.555133427001751, 59.5767275057521, 153.0870001654147, 267.8655651317939
11.839605371254642, 95.2887687691366, 31.733027733852566, 266.9672985571167
14.057831866711124, 94.23589551800868, 153.21357315510178, 274.5126587169304
17.757642002904642, 89.26323723141326, 55.1288620101434, 231.42559977362038
10.41007395175205, 62.07681212245416, 66.07920606898782, 263.1172048972827
19.59678547440154, 63.034462133955806, 107.80002066789278, 282.3788410615607
12.826147332450809, 98.8042562346769, 52.99506249257152, 250.2617165207581
15.078039386420922, 92.78063102717192, 108.98378087902164, 280.9107165130197
16.638805605179478, 85.27096953403733, 28.378913916485104, 239.42556482212535
11.067364131772294, 84.89207578387854, 23.678350857625855, 289.7621488146526
10.002564423222003, 77.60870052370137, 66.89431603929519, 278.8811204541601
18.996541237625408, 69.55412175685048, 130.50508990850176, 285.3450145671987
12.42817542721882, 86.35961144363623, 50.96097049280386, 246.68196588121822
14.948824230759532, 51.55105198249083, 39.814699749533816, 272.7830852628535
17.873629096710467, 99.37046418528956, 63.51842140301976, 231.07275272158248
15.726935321170743, 90.83872413289814, 26.12555014841279, 213.77835188460864
10.465668397469255, 58.182962922183194, 33.25856427884324, 225.74225465242665
12.94962160126597, 98.42248053842476, 83.99922944926651, 272.5573154387104
10.387074848875063, 85.27616062237931, 78.68989378149425, 244.83749199358027
12.739957360812511, 59.39014899950815, 31.18112589705084, 238.50259838461557
10.46297490959247, 70.52553779652811, 41.091438454717505, 227.84717316794354
17.477719102127264, 84.39208200113336, 112.96732754141723, 264.1778514416482
15.123978672197055, 87.92164855219946, 151.02399682140248, 214.1777038031121
13.650695340841324, 67.89470231479812, 96.25012677986372, 282.6457462152152
10.489574048993857, 82.52021721113027, 149.07087608973004, 216.6442256966323
18.978919114913374, 52.933401697493196, 96.33338615822913, 216.84420593187548
10.697492476399379, 99.08293932585053, 25.53334760536313, 251.74204385029697
14.796943897330845, 92.78817427056465, 85.42576586320114, 216.82675301084757
18.45672598179844, 59.34476349009928, 110.90564640501906, 286.26706455331475
13.594755667160124, 71.55234862333619, 155.38590566351255, 223.37350288288167
13.69912783608661, 83.04606587552445, 60.32735832690612, 217.4889400058592
19.87897624976484, 59.68197336851438, 156.75046554315196, 286.9665366243697
12.45934929066163, 86.42771249108759, 63.133598649749146, 252.20360323924425
19.453152254638567, 80.96374267092322, 158.2929227831664, 274.01889159009045
11.705792134280891, 57.74944308174324, 122.23498640391314, 228.40828596181595
13.450381099015974, 86.65099665060603, 31.545142099627213, 216.99143574679132
12.685683347932198, 58.29879186526193, 98.56182967640343, 289.7003465105191
14.743711897944833, 94.48274436366748, 113.05786268275538, 227.0551708198782
16.423290228206028, 72.33461961997382, 86.59408860033449, 238.35097883472193
17.452159455510547, 72.3381424491864, 27.812798604682524, 266.10035420242025
19.5739334638683, 83.19069556117088, 123.06979715171437, 217.94319756950216
16.902909798163705, 95.19414123489327, 74.3832831940486, 239.23174950372487
17.076318768753097, 58.63882513534401, 84.477115076792, 228.71377123698005
10.567542416580482, 96.16943278571829, 114.41904559321081, 257.81562136512173
12.137549849338942, 91.79281015512574, 53.92446709837997, 229.76236356795047
10.655013144438195, 74.74426562496637, 35.02356156696304, 264.6383879620159
12.563910273858422, 93.15983181146663, 50.48571490182522, 239.5504270576485
12.648900244587338, 96.03113917883991, 22.805279433498473, 250.48512449269631
13.552826277810954, 79.12102010277417, 147.20187674962295, 269.20658397895426
19.62364736991534, 55.57082523444477, 42.53618096314239, 259.15037118640026
10.918804098560543, 81.09489046990899, 45.29997183492562, 212.93011200981624
15.481421250112536, 60.15845728920554, 86.26309652586883, 216.07560791345574
11.72376258950853, 76.4309946025377, 65.37184017941874, 268.5070921597888
16.727192324691128, 51.841712410799595, 79.14608407262351, 222.9043173994872
19.238266132781785, 56.71961942734603, 147.97535287124543, 218.61983755803632
13.819717358315968, 77.61066556797252, 117.80212342491198, 245.74704190272303
10.829760587661719, 60.297899963945525, 87.86965393409666, 262.22657546216493
13.796732276215906, 62.7207469583766, 79.50571902237955, 285.82291641113505
14.297796275957587, 60.54476730500364, 143.04695251483213, 215.54129002639044
13.862346124464302, 69.41567942153118, 113.763109653243, 238.43531885583263
